SIP	DIP	SPORT	DPORT	PROTO	TGH	AVG	MAX	TOTAL	WIRE	#PKTS	FIRST	LAST	INTERARRIVAL	DUR
133.136.250.44	252.103.120.48	80	60879	6	0	0	2214	3257	3485	4	2018-09-25 02:26:59.431837	2018-09-25 02:27:01.020615	529	1588
252.103.119.185	133.136.250.44	64199	80	6	0	0	254	757	1201	8	2018-09-25 02:30:40.821566	2018-09-25 02:30:48.269775	1063	7448
133.136.250.44	252.103.119.185	80	64199	6	0	0	2214	3257	3485	4	2018-09-25 02:30:40.821925	2018-09-25 02:30:42.422728	533	1600
252.103.119.175	133.136.253.74	55154	889	6	0	0	190	190	526	6	2018-09-25 02:30:59.802738	2018-09-25 02:30:59.824274	4	21
133.136.253.74	252.103.119.175	889	55154	6	0	0	240	242	524	5	2018-09-25 02:30:59.803249	2018-09-25 02:30:59.823624	5	20
252.103.120.7	133.136.253.74	49576	889	6	0	0	190	190	526	6	2018-09-25 02:31:25.333020	2018-09-25 02:31:25.354441	4	21
133.136.253.74	252.103.120.7	889	49576	6	0	0	240	242	524	5	2018-09-25 02:31:25.333560	2018-09-25 02:31:25.353952	4	20
252.103.120.30	133.136.250.44	55368	80	6	0	0	257	1270	3064	33	2018-09-25 02:31:28.404989	2018-09-25 02:31:58.040582	925	29635
133.136.250.44	252.103.120.30	80	55368	6	0	0	2448	65507	68057	47	2018-09-25 02:31:28.405303	2018-09-25 02:31:42.754059	311	14348
252.103.119.175	252.103.119.185	55158	139	6	0	0	244	1990	3310	24	2018-09-25 02:33:14.364361	2018-09-25 02:33:26.436484	524	12072
252.103.119.185	252.103.119.175	139	55158	6	0	0	255	1880	2984	20	2018-09-25 02:33:14.364900	2018-09-25 02:33:26.435715	635	12070
252.103.119.175	252.103.119.185	55159	139	6	0	0	220	1958	3386	26	2018-09-25 02:33:14.379025	2018-09-25 02:33:26.439455	482	12060
252.103.119.185	252.103.119.175	139	55159	6	0	0	366	2238	3450	22	2018-09-25 02:33:14.379587	2018-09-25 02:33:26.438731	574	12059
252.103.120.7	133.136.250.44	49580	80	6	0	0	257	1270	3064	33	2018-09-25 02:34:49.922199	2018-09-25 02:35:18.943870	906	29021
133.136.250.44	252.103.120.7	80	49580	6	0	0	2214	68367	71025	49	2018-09-25 02:34:49.922406	2018-09-25 02:35:03.878230	290	13955
252.103.120.22	133.136.253.74	56904	889	6	0	0	190	190	526	6	2018-09-25 02:35:35.293404	2018-09-25 02:35:35.322911	5	29
133.136.253.74	252.103.120.22	889	56904	6	0	0	240	242	524	5	2018-09-25 02:35:35.293936	2018-09-25 02:35:35.321833	6	27
252.103.119.175	133.136.250.44	55160	80	6	0	0	257	1270	3064	33	2018-09-25 02:35:52.023179	2018-09-25 02:36:21.187413	910	29164
133.136.250.44	252.103.119.175	80	55160	6	0	0	2214	65503	68053	47	2018-09-25 02:35:52.023542	2018-09-25 02:36:05.949569	302	13926
252.103.120.20	133.136.253.74	49679	889	6	0	0	190	190	526	6	2018-09-25 02:39:22.914413	2018-09-25 02:39:22.955477	7	41
133.136.253.74	252.103.120.20	889	49679	6	0	0	240	242	524	5	2018-09-25 02:39:22.914932	2018-09-25 02:39:22.954917	9	39
252.103.120.22	133.136.250.44	56908	80	6	0	0	257	1270	3118	34	2018-09-25 02:40:26.561506	2018-09-25 02:40:59.292957	991	32731
133.136.250.44	252.103.120.22	80	56908	6	0	0	2214	62643	65085	45	2018-09-25 02:40:26.561720	2018-09-25 02:40:43.982824	395	17421
252.103.120.48	133.136.253.74	60883	889	6	0	0	276	276	612	6	2018-09-25 02:42:11.678801	2018-09-25 02:42:11.718601	7	39
133.136.253.74	252.103.120.48	889	60883	6	0	0	240	244	526	5	2018-09-25 02:42:11.679327	2018-09-25 02:42:11.717926	9	38
252.103.120.20	133.136.250.44	49703	80	6	0	0	257	1270	3010	32	2018-09-25 02:44:16.197430	2018-09-25 02:44:49.529173	1074	33331
133.136.250.44	252.103.120.20	80	49703	6	0	0	2214	65503	68053	47	2018-09-25 02:44:16.197736	2018-09-25 02:44:33.954648	385	17756
252.103.119.175	252.103.119.185	55161	139	6	0	0	244	1990	3310	24	2018-09-25 02:45:14.404559	2018-09-25 02:45:26.441960	523	12037
252.103.119.185	252.103.119.175	139	55161	6	0	0	255	1880	2984	20	2018-09-25 02:45:14.405102	2018-09-25 02:45:26.441144	633	12036
252.103.119.175	252.103.119.185	55162	139	6	0	0	220	1958	3386	26	2018-09-25 02:45:14.419222	2018-09-25 02:45:26.444873	480	12025
252.103.119.185	252.103.119.175	139	55162	6	0	0	366	2238	3450	22	2018-09-25 02:45:14.419817	2018-09-25 02:45:26.444155	572	12024
252.103.120.48	133.136.250.44	60889	80	6	0	0	257	1270	3118	34	2018-09-25 02:46:59.380056	2018-09-25 02:47:59.900768	1833	60520
133.136.250.44	252.103.120.48	80	60889	6	0	0	2214	65503	68053	47	2018-09-25 02:46:59.380320	2018-09-25 02:47:29.514354	654	30134
252.103.119.185	133.136.253.241	50100	53	17	0	0	35	35	77	1	2018-09-25 02:48:26.878699	2018-09-25 02:48:26.878699	0	0
133.136.253.241	252.103.119.185	53	50100	17	0	0	115	115	157	1	2018-09-25 02:48:26.879123	2018-09-25 02:48:26.879123	0	0
252.103.119.185	133.136.250.44	64200	80	6	0	0	257	1270	3010	32	2018-09-25 02:50:40.854091	2018-09-25 02:51:09.867625	935	29013
133.136.250.44	252.103.119.185	80	64200	6	0	0	2446	62643	65031	44	2018-09-25 02:50:40.854378	2018-09-25 02:50:54.415768	315	13561
252.103.120.48	133.136.253.241	49664	53	17	0	0	35	35	77	1	2018-09-25 02:51:17.000857	2018-09-25 02:51:17.000857	0	0
133.136.253.241	252.103.120.48	53	49664	17	0	0	115	115	157	1	2018-09-25 02:51:17.010362	2018-09-25 02:51:17.010362	0	0
252.103.120.30	133.136.250.44	55373	80	6	0	0	254	757	1201	8	2018-09-25 02:51:29.386174	2018-09-25 02:51:38.141281	1250	8755
133.136.250.44	252.103.120.30	80	55373	6	0	0	2214	3257	3485	4	2018-09-25 02:51:29.386446	2018-09-25 02:51:30.967365	526	1580
252.103.120.7	133.136.250.44	49595	80	6	0	0	254	1514	2402	16	2018-09-25 02:54:50.875030	2018-09-26 02:33:36.311235	5675028	85125436
133.136.250.44	252.103.120.7	80	49595	6	0	0	2214	6514	6970	8	2018-09-25 02:54:50.875468	2018-09-26 02:33:30.456543	12159939	85119581
252.103.119.175	133.136.250.44	55163	80	6	0	0	254	757	1201	8	2018-09-25 02:55:53.034001	2018-09-25 02:56:01.798972	1251	8764
133.136.250.44	252.103.119.175	80	55163	6	0	0	2214	3257	3485	4	2018-09-25 02:55:53.034350	2018-09-25 02:55:54.609542	524	1575
252.103.119.175	252.103.119.185	55164	139	6	0	0	244	1990	3310	24	2018-09-25 02:57:14.438157	2018-09-25 02:57:26.447461	521	12009
252.103.119.185	252.103.119.175	139	55164	6	0	0	255	1880	2984	20	2018-09-25 02:57:14.438730	2018-09-25 02:57:26.446643	631	12007
252.103.119.175	252.103.119.185	55165	139	6	0	0	220	1958	3386	26	2018-09-25 02:57:14.453185	2018-09-25 02:57:26.450457	479	11997
252.103.119.185	252.103.119.175	139	55165	6	0	0	366	2238	3450	22	2018-09-25 02:57:14.453705	2018-09-25 02:57:26.449722	571	11996
252.103.120.20	133.136.253.74	49768	889	6	0	0	1623	3453	3843	7	2018-09-25 02:58:49.198614	2018-09-25 03:01:19.777068	25096	150578
133.136.253.74	252.103.120.20	889	49768	6	0	0	1322	4454	5330	16	2018-09-25 02:58:49.199104	2018-09-25 03:02:44.078974	15658	234879
252.103.120.20	133.136.253.241	64259	53	17	0	0	35	35	77	1	2018-09-25 02:59:47.671637	2018-09-25 02:59:47.671637	0	0
133.136.253.241	252.103.120.20	53	64259	17	0	0	115	115	157	1	2018-09-25 02:59:47.672082	2018-09-25 02:59:47.672082	0	0
252.103.120.20	133.136.253.74	49785	889	6	0	0	1623	3453	3843	7	2018-09-25 02:59:53.709488	2018-09-25 03:02:24.265395	25092	150555
133.136.253.74	252.103.120.20	889	49785	6	0	0	1322	4454	5330	16	2018-09-25 02:59:53.710010	2018-09-25 03:03:48.078907	15624	234368
252.103.120.22	133.136.250.44	56913	80	6	0	0	254	757	1201	8	2018-09-25 03:00:27.546736	2018-09-25 03:00:36.360973	1258	8814
133.136.250.44	252.103.120.22	80	56913	6	0	0	2214	3257	3485	4	2018-09-25 03:00:27.546992	2018-09-25 03:00:29.171505	541	1624
252.103.120.30	133.136.253.241	53850	53	17	0	0	35	35	77	1	2018-09-25 03:00:42.072735	2018-09-25 03:00:42.072735	0	0
133.136.253.241	252.103.120.30	53	53850	17	0	0	115	115	157	1	2018-09-25 03:00:42.073137	2018-09-25 03:00:42.073137	0	0
252.103.120.20	133.136.250.44	49805	80	6	0	0	254	757	1201	8	2018-09-25 03:04:17.004629	2018-09-25 03:04:25.693976	1240	8689
133.136.250.44	252.103.120.20	80	49805	6	0	0	2214	3257	3485	4	2018-09-25 03:04:17.004973	2018-09-25 03:04:18.548968	514	1543
252.103.119.175	133.136.253.241	58926	53	17	0	0	35	35	77	1	2018-09-25 03:06:55.459740	2018-09-25 03:06:55.459740	0	0
133.136.253.241	252.103.119.175	53	58926	17	0	0	115	115	157	1	2018-09-25 03:06:55.460152	2018-09-25 03:06:55.460152	0	0
252.103.120.48	133.136.250.44	60906	80	6	0	0	254	757	1201	8	2018-09-25 03:07:00.828224	2018-09-25 03:07:10.882531	1435	10054
133.136.250.44	252.103.120.48	80	60906	6	0	0	2214	3257	3485	4	2018-09-25 03:07:00.828638	2018-09-25 03:07:02.449105	539	1620
252.103.120.7	133.136.253.241	56238	53	17	0	0	35	35	77	1	2018-09-25 03:08:02.816055	2018-09-25 03:08:02.816055	0	0
133.136.253.241	252.103.120.7	53	56238	17	0	0	115	115	157	1	2018-09-25 03:08:02.816449	2018-09-25 03:08:02.816449	0	0
252.103.120.22	133.136.253.241	50172	53	17	0	0	35	35	77	1	2018-09-25 03:08:32.744404	2018-09-25 03:08:32.744404	0	0
133.136.253.241	252.103.120.22	53	50172	17	0	0	115	115	157	1	2018-09-25 03:08:32.744800	2018-09-25 03:08:32.744800	0	0
252.103.119.175	252.103.119.185	55166	139	6	0	0	244	1990	3310	24	2018-09-25 03:09:14.474843	2018-09-25 03:09:26.437224	519	11962
252.103.119.185	252.103.119.175	139	55166	6	0	0	255	1880	2984	20	2018-09-25 03:09:14.475408	2018-09-25 03:09:26.436425	629	11961
252.103.119.175	252.103.119.185	55167	139	6	0	0	220	1958	3386	26	2018-09-25 03:09:14.489915	2018-09-25 03:09:26.440256	477	11950
252.103.119.185	252.103.119.175	139	55167	6	0	0	366	2238	3450	22	2018-09-25 03:09:14.490470	2018-09-25 03:09:26.439473	568	11949
252.103.119.185	133.136.253.241	60220	53	17	0	0	44	44	86	1	2018-09-25 03:10:10.076980	2018-09-25 03:10:10.076980	0	0
133.136.253.241	252.103.119.185	53	60220	17	0	0	372	372	414	1	2018-09-25 03:10:10.077553	2018-09-25 03:10:10.077553	0	0
252.103.119.185	133.136.253.241	57887	53	17	0	0	44	44	86	1	2018-09-25 03:10:33.726439	2018-09-25 03:10:33.726439	0	0
133.136.253.241	252.103.119.185	53	57887	17	0	0	372	372	414	1	2018-09-25 03:10:33.726974	2018-09-25 03:10:33.726974	0	0
252.103.119.185	133.136.250.44	64207	80	6	0	0	254	757	1201	8	2018-09-25 03:10:41.554773	2018-09-25 03:10:50.356414	1257	8801
133.136.250.44	252.103.119.185	80	64207	6	0	0	2214	3257	3485	4	2018-09-25 03:10:41.555115	2018-09-25 03:10:43.139869	527	1584
252.103.119.185	133.136.253.241	57565	53	17	0	0	44	44	86	1	2018-09-25 03:10:57.360543	2018-09-25 03:10:57.360543	0	0
133.136.253.241	252.103.119.185	53	57565	17	0	0	372	372	414	1	2018-09-25 03:10:57.361070	2018-09-25 03:10:57.361070	0	0
252.103.119.185	133.136.253.241	53988	53	17	0	0	44	44	86	1	2018-09-25 03:11:20.979090	2018-09-25 03:11:20.979090	0	0
133.136.253.241	252.103.119.185	53	53988	17	0	0	372	372	414	1	2018-09-25 03:11:20.981886	2018-09-25 03:11:20.981886	0	0
252.103.120.30	133.136.250.44	55378	80	6	0	0	254	757	1201	8	2018-09-25 03:11:28.439349	2018-09-25 03:11:35.856053	1058	7416
133.136.250.44	252.103.120.30	80	55378	6	0	0	2214	3257	3485	4	2018-09-25 03:11:28.439555	2018-09-25 03:11:30.011714	523	1572
252.103.119.185	133.136.253.241	54627	53	17	0	0	40	40	82	1	2018-09-25 03:11:44.628875	2018-09-25 03:11:44.628875	0	0
133.136.253.241	252.103.119.185	53	54627	17	0	0	381	381	423	1	2018-09-25 03:11:44.642676	2018-09-25 03:11:44.642676	0	0
252.103.119.185	133.136.253.241	51733	53	17	0	0	40	40	82	1	2018-09-25 03:12:08.278537	2018-09-25 03:12:08.278537	0	0
133.136.253.241	252.103.119.185	53	51733	17	0	0	381	381	423	1	2018-09-25 03:12:08.292890	2018-09-25 03:12:08.292890	0	0
252.103.119.185	133.136.253.241	53199	53	17	0	0	40	40	82	1	2018-09-25 03:12:31.928301	2018-09-25 03:12:31.928301	0	0
133.136.253.241	252.103.119.185	53	53199	17	0	0	381	381	423	1	2018-09-25 03:12:31.941504	2018-09-25 03:12:31.941504	0	0
252.103.119.175	133.136.253.241	53484	53	17	0	0	42	42	84	1	2018-09-25 03:12:55.304330	2018-09-25 03:12:55.304330	0	0
133.136.253.241	252.103.119.175	53	53484	17	0	0	299	299	341	1	2018-09-25 03:12:55.311906	2018-09-25 03:12:55.311906	0	0
252.103.119.185	133.136.253.241	64127	53	17	0	0	40	40	82	1	2018-09-25 03:12:55.578026	2018-09-25 03:12:55.578026	0	0
133.136.253.241	252.103.119.185	53	64127	17	0	0	381	381	423	1	2018-09-25 03:12:55.586619	2018-09-25 03:12:55.586619	0	0
252.103.119.185	133.136.253.241	58219	53	17	0	0	42	42	84	1	2018-09-25 03:13:19.243384	2018-09-25 03:13:19.243384	0	0
133.136.253.241	252.103.119.185	53	58219	17	0	0	299	299	341	1	2018-09-25 03:13:19.243906	2018-09-25 03:13:19.243906	0	0
252.103.119.185	133.136.253.241	51434	53	17	0	0	42	42	84	1	2018-09-25 03:14:48.522883	2018-09-25 03:14:48.522883	0	0
133.136.253.241	252.103.119.185	53	51434	17	0	0	299	299	341	1	2018-09-25 03:14:48.536276	2018-09-25 03:14:48.536276	0	0
252.103.120.7	133.136.250.44	49596	80	6	0	0	254	757	1201	8	2018-09-25 03:14:49.917638	2018-09-25 03:14:57.418727	1071	7501
133.136.250.44	252.103.120.7	80	49596	6	0	0	2214	3257	3485	4	2018-09-25 03:14:49.919288	2018-09-25 03:14:51.532455	537	1613
252.103.120.48	133.136.253.241	60561	53	17	0	0	47	47	89	1	2018-09-25 03:15:37.604494	2018-09-25 03:15:37.604494	0	0
133.136.253.241	252.103.120.48	53	60561	17	0	0	218	218	260	1	2018-09-25 03:15:37.617321	2018-09-25 03:15:37.617321	0	0
252.103.119.175	133.136.250.44	55174	80	6	0	0	254	757	1201	8	2018-09-25 03:15:52.026309	2018-09-25 03:15:59.447122	1059	7420
133.136.250.44	252.103.119.175	80	55174	6	0	0	2214	3257	3485	4	2018-09-25 03:15:52.026766	2018-09-25 03:15:53.615077	529	1588
252.103.120.48	133.136.253.241	49799	53	17	0	0	47	47	89	1	2018-09-25 03:16:01.259064	2018-09-25 03:16:01.259064	0	0
133.136.253.241	252.103.120.48	53	49799	17	0	0	218	218	260	1	2018-09-25 03:16:01.265947	2018-09-25 03:16:01.265947	0	0
252.103.120.48	133.136.253.74	60911	889	6	0	0	323	323	605	5	2018-09-25 03:16:07.662960	2018-09-25 03:16:07.669403	1	6
133.136.253.74	252.103.120.48	889	60911	6	0	0	420	420	648	4	2018-09-25 03:16:07.663466	2018-09-25 03:16:07.668633	1	5
252.103.119.185	133.136.253.241	50254	53	17	0	0	34	34	76	1	2018-09-25 03:16:23.311482	2018-09-25 03:16:23.311482	0	0
133.136.253.241	252.103.119.185	53	50254	17	0	0	297	297	339	1	2018-09-25 03:16:23.317998	2018-09-25 03:16:23.317998	0	0
252.103.120.7	252.103.120.20	49597	139	6	0	0	244	1702	2482	14	2018-09-25 03:16:30.822281	2018-09-25 03:16:30.832748	0	10
252.103.120.7	252.103.120.20	49598	139	6	0	0	220	1550	2330	14	2018-09-25 03:16:30.836610	2018-09-25 03:16:30.845954	0	9
252.103.120.48	133.136.253.241	59829	53	17	0	0	40	40	82	1	2018-09-25 03:17:12.175926	2018-09-25 03:17:12.175926	0	0
133.136.253.241	252.103.120.48	53	59829	17	0	0	381	381	423	1	2018-09-25 03:17:12.190383	2018-09-25 03:17:12.190383	0	0
252.103.120.48	133.136.253.241	58718	53	17	0	0	40	40	82	1	2018-09-25 03:17:35.824909	2018-09-25 03:17:35.824909	0	0
133.136.253.241	252.103.120.48	53	58718	17	0	0	381	381	423	1	2018-09-25 03:17:35.833515	2018-09-25 03:17:35.833515	0	0
252.103.120.48	133.136.253.241	59943	53	17	0	0	40	40	82	1	2018-09-25 03:17:59.474129	2018-09-25 03:17:59.474129	0	0
133.136.253.241	252.103.120.48	53	59943	17	0	0	381	381	423	1	2018-09-25 03:17:59.482839	2018-09-25 03:17:59.482839	0	0
252.103.120.48	133.136.253.241	57233	53	17	0	0	40	40	82	1	2018-09-25 03:18:23.107947	2018-09-25 03:18:23.107947	0	0
133.136.253.241	252.103.120.48	53	57233	17	0	0	381	381	423	1	2018-09-25 03:18:23.116988	2018-09-25 03:18:23.116988	0	0
252.103.120.48	133.136.253.241	64512	53	17	0	0	42	42	84	1	2018-09-25 03:18:46.741554	2018-09-25 03:18:46.741554	0	0
133.136.253.241	252.103.120.48	53	64512	17	0	0	315	315	357	1	2018-09-25 03:18:46.741979	2018-09-25 03:18:46.741979	0	0
252.103.120.48	133.136.253.241	51255	53	17	0	0	42	42	84	1	2018-09-25 03:19:52.447765	2018-09-25 03:19:52.447765	0	0
133.136.253.241	252.103.120.48	53	51255	17	0	0	315	315	357	1	2018-09-25 03:19:52.448206	2018-09-25 03:19:52.448206	0	0
252.103.120.22	133.136.250.44	56918	80	6	0	0	254	757	1201	8	2018-09-25 03:20:26.579298	2018-09-25 03:20:33.999707	1059	7420
133.136.250.44	252.103.120.22	80	56918	6	0	0	2214	3257	3485	4	2018-09-25 03:20:26.579614	2018-09-25 03:20:28.167198	528	1587
252.103.119.175	252.103.119.185	55175	139	6	0	0	244	1990	3310	24	2018-09-25 03:21:14.511302	2018-09-25 03:21:26.442622	518	11931
252.103.119.185	252.103.119.175	139	55175	6	0	0	255	1880	2984	20	2018-09-25 03:21:14.511876	2018-09-25 03:21:26.441847	627	11929
252.103.119.175	252.103.119.185	55176	139	6	0	0	220	1958	3386	26	2018-09-25 03:21:14.526053	2018-09-25 03:21:26.445552	476	11919
252.103.119.185	252.103.119.175	139	55176	6	0	0	366	2238	3450	22	2018-09-25 03:21:14.526605	2018-09-25 03:21:26.444841	567	11918
252.103.120.48	133.136.253.241	60099	53	17	0	0	34	34	76	1	2018-09-25 03:23:14.952006	2018-09-25 03:23:14.952006	0	0
133.136.253.241	252.103.120.48	53	60099	17	0	0	297	297	339	1	2018-09-25 03:23:14.952572	2018-09-25 03:23:14.952572	0	0
252.103.120.20	133.136.250.44	49893	80	6	0	0	254	757	1201	8	2018-09-25 03:24:16.202537	2018-09-25 03:24:23.505709	1042	7303
133.136.250.44	252.103.120.20	80	49893	6	0	0	2214	3257	3485	4	2018-09-25 03:24:16.202859	2018-09-25 03:24:17.748628	514	1545
252.103.119.185	133.136.253.74	64225	889	6	0	0	276	276	612	6	2018-09-25 03:25:49.393010	2018-09-25 03:25:49.437157	8	44
133.136.253.74	252.103.119.185	889	64225	6	0	0	240	244	526	5	2018-09-25 03:25:49.393521	2018-09-25 03:25:49.435769	10	42
252.103.120.30	133.136.253.74	55382	889	6	0	0	276	276	612	6	2018-09-25 03:26:37.289068	2018-09-25 03:26:37.313423	4	24
133.136.253.74	252.103.120.30	889	55382	6	0	0	240	244	526	5	2018-09-25 03:26:37.289567	2018-09-25 03:26:37.312495	5	22
252.103.120.48	133.136.250.44	60952	80	6	0	0	254	757	1201	8	2018-09-25 03:26:59.337983	2018-09-25 03:27:06.886334	1077	7548
133.136.250.44	252.103.120.48	80	60952	6	0	0	2214	3257	3485	4	2018-09-25 03:26:59.338292	2018-09-25 03:27:00.940409	533	1602
252.103.119.185	133.136.250.44	64229	80	6	0	0	254	757	1201	8	2018-09-25 03:30:40.852311	2018-09-25 03:30:48.333809	1068	7481
133.136.250.44	252.103.119.185	80	64229	6	0	0	2214	3257	3485	4	2018-09-25 03:30:40.852619	2018-09-25 03:30:42.482617	543	1629
252.103.119.175	133.136.253.74	55178	889	6	0	0	276	276	612	6	2018-09-25 03:31:00.075437	2018-09-25 03:31:00.097077	4	21
133.136.253.74	252.103.119.175	889	55178	6	0	0	240	244	526	5	2018-09-25 03:31:00.075953	2018-09-25 03:31:00.096419	5	20
252.103.120.7	133.136.253.74	49613	889	6	0	0	274	274	610	6	2018-09-25 03:31:25.639538	2018-09-25 03:31:25.661236	3	21
133.136.253.74	252.103.120.7	889	49613	6	0	0	240	244	526	5	2018-09-25 03:31:25.640027	2018-09-25 03:31:25.660653	5	20
252.103.120.30	133.136.250.44	55386	80	6	0	0	254	757	1201	8	2018-09-25 03:31:28.423814	2018-09-25 03:31:35.972948	1078	7549
133.136.250.44	252.103.120.30	80	55386	6	0	0	2214	3257	3485	4	2018-09-25 03:31:28.424106	2018-09-25 03:31:30.126997	567	1702
252.103.120.22	133.136.253.241	61622	53	17	0	0	33	33	75	1	2018-09-25 03:32:21.996068	2018-09-25 03:32:21.996068	0	0
133.136.253.241	252.103.120.22	53	61622	17	0	0	292	292	334	1	2018-09-25 03:32:22.002478	2018-09-25 03:32:22.002478	0	0
252.103.120.7	133.136.253.74	49616	889	6	0	0	1623	3453	3843	7	2018-09-25 03:32:28.178148	2018-09-25 03:34:58.768414	25098	150590
133.136.253.74	252.103.120.7	889	49616	6	0	0	1322	4454	5330	16	2018-09-25 03:32:28.178640	2018-09-25 03:36:20.460966	15485	232282
252.103.119.175	252.103.119.185	55182	139	6	0	0	244	1990	3310	24	2018-09-25 03:33:14.550888	2018-09-25 03:33:26.447792	517	11896
252.103.119.185	252.103.119.175	139	55182	6	0	0	255	1880	2984	20	2018-09-25 03:33:14.551433	2018-09-25 03:33:26.447029	625	11895
252.103.119.175	252.103.119.185	55183	139	6	0	0	220	1958	3386	26	2018-09-25 03:33:14.565804	2018-09-25 03:33:26.450746	475	11884
252.103.119.185	252.103.119.175	139	55183	6	0	0	366	2238	3450	22	2018-09-25 03:33:14.566347	2018-09-25 03:33:26.450021	565	11883
252.103.120.7	133.136.250.44	49617	80	6	0	0	254	757	1201	8	2018-09-25 03:34:49.915298	2018-09-25 03:34:57.303568	1055	7388
133.136.250.44	252.103.120.7	80	49617	6	0	0	2214	3257	3485	4	2018-09-25 03:34:49.915663	2018-09-25 03:34:51.473362	518	1557
252.103.120.22	133.136.253.74	56923	889	6	0	0	276	276	612	6	2018-09-25 03:35:35.581775	2018-09-25 03:35:35.605326	4	23
133.136.253.74	252.103.120.22	889	56923	6	0	0	240	244	526	5	2018-09-25 03:35:35.582321	2018-09-25 03:35:35.604385	5	22
252.103.119.175	133.136.250.44	55184	80	6	0	0	254	757	1201	8	2018-09-25 03:35:52.031612	2018-09-25 03:35:59.435054	1057	7403
133.136.250.44	252.103.119.175	80	55184	6	0	0	2214	3257	3485	4	2018-09-25 03:35:52.031886	2018-09-25 03:35:53.604427	523	1572
252.103.120.22	133.136.253.241	51887	53	17	0	0	33	33	75	1	2018-09-25 03:38:43.493618	2018-09-25 03:38:43.493618	0	0
133.136.253.241	252.103.120.22	53	51887	17	0	0	292	292	334	1	2018-09-25 03:38:43.530385	2018-09-25 03:38:43.530385	0	0
252.103.120.20	133.136.253.74	49973	889	6	0	0	276	276	612	6	2018-09-25 03:39:23.233646	2018-09-25 03:39:23.278459	8	44
133.136.253.74	252.103.120.20	889	49973	6	0	0	240	244	526	5	2018-09-25 03:39:23.233991	2018-09-25 03:39:23.277849	10	43
252.103.120.22	133.136.250.44	56931	80	6	0	0	254	757	1201	8	2018-09-25 03:40:26.575588	2018-09-25 03:40:33.993499	1059	7417
133.136.250.44	252.103.120.22	80	56931	6	0	0	2214	3257	3485	4	2018-09-25 03:40:26.575785	2018-09-25 03:40:28.139173	520	1563
252.103.120.48	133.136.253.74	60956	889	6	0	0	190	190	526	6	2018-09-25 03:42:12.227260	2018-09-25 03:42:12.269771	8	42
133.136.253.74	252.103.120.48	889	60956	6	0	0	240	242	524	5	2018-09-25 03:42:12.227778	2018-09-25 03:42:12.269112	10	41
252.103.120.20	133.136.250.44	49997	80	6	0	0	254	757	1201	8	2018-09-25 03:44:16.251197	2018-09-25 03:44:50.533946	4897	34282
133.136.250.44	252.103.120.20	80	49997	6	0	0	2214	3257	3485	4	2018-09-25 03:44:16.251770	2018-09-25 03:44:17.802556	516	1550
252.103.120.20	133.136.253.241	53151	53	17	0	0	34	34	76	1	2018-09-25 03:44:25.806997	2018-09-25 03:44:25.806997	0	0
133.136.253.241	252.103.120.20	53	53151	17	0	0	227	227	269	1	2018-09-25 03:44:25.814463	2018-09-25 03:44:25.814463	0	0
252.103.120.20	133.136.253.241	54583	53	17	0	0	34	34	76	1	2018-09-25 03:44:44.901807	2018-09-25 03:44:44.901807	0	0
133.136.253.241	252.103.120.20	53	54583	17	0	0	162	162	204	1	2018-09-25 03:44:44.902230	2018-09-25 03:44:44.902230	0	0
